@relation feature_vector

@attribute Subject {system,it,data,sharing,program,agreements,standards,Resources,A-130,Standards,providers,maintenance,personnel,community,management,provider,CDN,product,remove,peering,crowds,replication,research,Peering,condition,increases,relationships,instance,PA,System,protocols,information,CDNs,functions,s,host,policies,ensures,delegation,conjunction,terms,algorithms,Mediator,resources,entities,arrangement,rols,content,decision,traffic,Registry,servers,access,Repository,Agent,requirements,negotiations,distribution,redirection,assignment,â,Server,registry,transmission,vessel,acknowledgement,provide,fishing,solution,header,ERS,file,documents,other,methods,Master,report,corrections,messages,facilities,deletions,message,communications,facility,BE,Frames,network,accumulation,recirculation,This,processes,Fourier,Transform,process,amount,GUI,operator,screen,users,RLCS,levels,software,change,rate,status,command,user,computers,checked,alarms,more,verification,logs,computer,ID,DCUs,pressure,Temperature,Voltages,alarm,device,log,Track,units,Log,Operation,sequence,password,stamp,way,values,Administrator,changes,reports,function,control,TCS,Software,application,hardware,power,causing,display,using,indicate,fault,AV,plan,provides,game,question,story,questions,reply,Ability,people,calendars,files,admin,accounts/addresses,print,retention,requests,agencies,backup,e-mail,Update,diligence,maintain,elements,Services,Authority,Department,systems,Provider,Personnel,date,Activation,field,LRN,validate,Block,SPID,modification,version,Indicator,Versions,input,authorization,Code,Version,interface,instruments,Settlement,majority,activity,participants,Market,costs,creating,trading,practices,procedures,integrity,environment,ISIN,purposes,MMF,JSE,immediacy,ISINs,interaction,STRATE,Issuance,Model,components,component,Participants,department,ANNA,ISO,rules,arrangements,MMI,Discount,bought,Yield,coupon,value,home,center,temperature,thermostats}
@attribute S-TAG {NN,PRP,NNS,VBG,NNP,NNPS,VB,VBZ,VBP,JJ,DT,VBN,JJR}
@attribute S-NER {O,TITLE,ORGANIZATION,MISC,STATE_OR_PROVINCE,PERSON}
@attribute S-Type {'abstract entity',null,'physical entity'}
@attribute Verb {use,for,have,shall,mitigate,from,publish,collects,at,prioritize,support,becoming,within,collect,complete,to,handle,accept,with,establish,sharing,maintain,provide,define,accommodate,test,operate,in,of,null,about,â,peering,CDN,remove,enabling,allow,on,determining,be,requires,share,allows,through,achieve,consider,specify,identifies,passes,discover,performs,predicting,configure,participating,regarding,enables,exchange,do,improving,decrease,reduce,is,initiates,In,ensures,under,are,perform,between,as,generates,encapsulates,discovering,register,supplies,provides,establishing,acquire,by,using,assist,serving,disseminating,publishes,registers,capture,request,match,generate,facilitate,Generate,logsheet,declaration,providing,via,transmit,than,permit,must,containing,receive,been,transmissions,send,notify,verify,guarantee,received,against,assemble,into,contains,along,replace,apply,adjustments,make,prior,will,should,Transform,display,acknowledge,include,change,process,monitor,update,control,check,abort,indicate,indicates,outside,opening,operator,present,has,determine,override,Failed,Initialize,reading,identify,proceed,initialize,contain,Schedule,execute,fails,can,resume,issue,command,sequence,employ,hash,testing,upload,controlling,Upon,enter,was,upon,During,inform,attempts,recording,impacting,conduct,storing,minimum,retrieve,compute,analyze,skip,receives,selects,follow,click,chooses,displays,give,choose,user,diect,wait,makes,opens,inbox,migrate,admin,folders,create,customize,meet,select,search,From,move,dispose,recover,restore,Delete,fulfill,integrate,data,log,download,default,receiving,modify,supports,add,delete,query,reject,suppress,require,Create,set,re-send,value,view,see,message,being,leave,registered,improve,creating,approved,automatically,estimates,distinguish,requested,like,would,represent,develop,by/to,To,identified,fixed,communication,throughout}
@attribute V-TAG {VB,IN,MD,VBZ,VBG,TO,NN,null,VBP,VBN,NNS,RB,VBD}
@attribute V-CAT {transitive,null,intransitive}
@attribute V-Process {N,Y,null}
@attribute Object {longitude,timestamps,minimum,administrator,able,attacks,shutdown,data,it,rate,handling,observations,available,sources,minutes,them,receipt,seconds,check,request,minute,information,requests,users,operations,environment,tools,support,service,staff,methods,criteria,rules,standards,documentation,system,technologies,contributions,delivery,Plan,A-130,Resources,requirements,Management,outlined,Institute,NIST,Standards,B,providers,network,metadata,restrictions,communications,access,€,assists,CDNs,resources,CDN,peering,internetworking,need,demand,â,compensation,participants,undertaken,research,s,scale/reach,sharing,increases,entities,administration,interactions,relationships,coordination,activities,roles,PA,peers,process,performance,protocols,participating,availability,validation,load,cost,server,replicates,event,trigger,hotspot,content,end-users,host,permitted,policies,agent,mediator,SLA-allocator,enforced,caching,selection,serversâ,servers,basis,PA.,conjunction,established,there,replicated,taken,redirected,resource,details,created,arrangement,administer,set,module,negotiations,PAs,used,conduit,approach,others,performed,DNS,clusters,cluster,levels,gateways,SR.,provider,validated,transmission,vessel,times,transmitted,message,acknowledged,operation,delete,record/report,transmissions,acknowledgement,Receipt,entry,logbook,screens,features,dates,other,populated,printer,file,means,required,Logbook,copies,country,transport,act,logsheet,declaration,Cod,returns,copy,email,string,contents,header,attribute,of,suffix,encrypted,PGP,Master,type,capture,corrections,items,interface,identifiable,trip,submission,messages,report,voyage,reports,up,generated,End,sent,deletions,deletion,operational,establish,facility,use,supplied,Correlator,e2e,output,frames,packets,part,System,statistics,tolerances,all,accumulation,comparison,changes,series,sets,ordered,values,extent,invalids,counts,normalizations,count,based,mode,adjustments,mitigation,processes,constructed,lag,input,any,piped,self,parameter,obtained,M&C,window,operator,alarm,screen,user,status,sensors,RLCS,database,elements,state,integrity,controllers,stored,level,unknown,devices,computers,updated,met,failure,units,changed,thresholds,limits,cabinets,occurs,actions,security,proceed,sequence,device,Requests,Status,Devices,identified,id,field,unit,make,sure,tables,designed,time,automatically,warning,events,Log,sequences,GUI,halted,corrected,memory,period,opening,command,occurred,resume,format,password,function,characters,verification,version,exported,Predator,capable,AVs,payload,control,configurations,necessary,capabilities,power,application,State,Mode,terminated,interruption,startup,attempts,result,interaction,execute,launched,functionality,modes,determination,Detection,condition,removed,placed,allow,functions,plan,received,interfaces,processing,plans,retrieval,names,redundancy,capability,import,links,number,viewing,discretion,validity,range,selected,uplink,area,return,flight,movie,clik,component,link,button,click,begin,page,answer,answers,question,directions,points,plot,correctly,answered,questions,proceeded,score,conclusion,story,related,exit,chance,selects,menus,pages,progress,context,complete,sense,send,product,folders,migrate,agency,organization,people,aid,lists,views,applications,embedded,testing,e-mails,e-mail,accessed,accounts/addresses,intervals,archive,attachments,retention,separate,regulations,results,Date,Subject,search,production,read,location,storage,policy,records,needed,logs,services,ActiveSync,accounts,certified,case,markings,trail,discovery,subscriptions,systems,experience,fields,corresponding,Proof,Concept,Feedback,Snow,SMART,Transit,DDOT,fleet,fleetsä,fleets,Commission,County,RWIS,Department,Weather,D,enumerated,Origin,Center,WMTMS,Corporationä,Highways,TMS,TMC,transactions,sub-directory,Provider,FALSE,Indicator,indicate,Administrator,record,Representation,Interface,Personnel,SOA,NPA-NXX,date,equal,greater,SMS,Filters,downloads,download,Information,Origination,execution,Creation,Date/Time,Activation,value,scheduling,LRN,re-scheduling,a,NPAC,initiated,Event,re-schedule,Create,Block,mechanism,valid,options,days,NPA-NXX-X,personnel,Modification,Deletion,List,updates,Active,broadcasts,validations,Timestamp,completion,broadcast,modification,modified,creation,notification,re-sends,determine,re-send,Blocks,Versions,associated,list,ID,see,modify,fails,deleted,are,affected,Version,subscription,months,tunable,hour,Code,intact,conflict,timestamp,Mashbot,bar,day,traded-settled,gross,seller-buyer,physical,market,issuer-buyer,banks,practices,risks,Market,liquidity,instruments,tradability,costs,trading,benefit,marketability,DvP,known,issued,electronically,clearing,sale-delivery,securities,purposes,SAFIRES,methodology,CSDPs,protocol,SWIFT,User,MMF,JSE,approval,NMPG,respectively,finalisation,ISINs,ISIN,response,immediacy,issuance,settlement,essential,requirement,ZAE,prefix,ZAM,bonds,ZAG,agreed,STRATE,perspective,limited,2004,implemented,capacity,participation,adaptation,NNA,Model,incorporated,Engine,program,request-notification,identification,regarding,notes,provided,SLA,Agreement,BCP,categories,bought,discount,term,maturity,repayable,payable,instrument,call,maturing,temperature,computer,web,DH,called,controllers-sensors,equipped,communication,read-saved,phone,PDA,rooms,home,spaces,controlled}
@attribute O-TAG {NN,NNS,JJ,PRP,VBG,NNP,VBN,NNPS,$,VBZ,VB,RB,IN,DT,VBD,JJR,VBP,CD}
@attribute O-NER {O,TITLE,CAUSE_OF_DEATH,DURATION,ORGANIZATION,MONEY,MISC,STATE_OR_PROVINCE,DATE,LOCATION,PERSON}
@attribute O-Type {'abstract entity',null,'physical entity'}
@attribute Label {true,false}

@data
system,NN,O,'abstract entity',upon,IN,null,N,Provider,NNP,O,'physical entity',false
system,NN,O,'abstract entity',upon,IN,null,N,Provider,NNP,O,'physical entity',false
system,NN,O,'abstract entity',upon,IN,null,N,Provider,NNP,O,'physical entity',false
system,NN,O,'abstract entity',issue,VB,transitive,N,message,NN,O,'abstract entity',true
system,NN,O,'abstract entity',upon,IN,null,N,creation,NN,O,'abstract entity',false
system,NN,O,'abstract entity',upon,IN,null,N,Provider,NNP,O,'physical entity',false
system,NN,O,'abstract entity',upon,IN,null,N,Provider,NNP,O,'physical entity',false
system,NN,O,'abstract entity',issue,VB,transitive,N,message,NN,O,'abstract entity',true
system,NN,O,'abstract entity',upon,IN,null,N,creation,NN,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,user,NN,O,'physical entity',false
system,NN,O,'abstract entity',issue,VB,transitive,N,message,NN,O,'abstract entity',true
system,NN,O,'abstract entity',issue,VB,transitive,N,message,NN,O,'abstract entity',true
system,NN,O,'abstract entity',to,TO,null,N,user,NN,O,'physical entity',false
data,NNS,O,'abstract entity',fails,VBZ,intransitive,N,validation,NN,O,'abstract entity',false
system,NN,O,'abstract entity',issue,VB,transitive,N,message,NN,O,'abstract entity',true
data,NNS,O,'abstract entity',on,IN,null,N,modify,VB,O,null,false
system,NN,O,'abstract entity',message,NN,intransitive,N,modify,VB,O,null,false
system,NN,O,'abstract entity',message,NN,intransitive,N,fails,VBZ,O,null,false
system,NN,O,'abstract entity',issue,VB,transitive,N,message,NN,O,'abstract entity',false
data,NNS,O,'abstract entity',on,IN,null,N,modify,VB,O,null,false
system,NN,O,'abstract entity',require,VB,transitive,Y,ID,NNP,STATE_OR_PROVINCE,'physical entity',true
data,NNS,O,'abstract entity',be,VB,intransitive,N,deleted,VBN,O,null,false
system,NN,O,'abstract entity',from,IN,null,N,user,NN,O,'physical entity',false
Versions,NNS,O,'abstract entity',by,IN,null,N,NPA-NXX,NN,MISC,null,false
system,NN,O,'abstract entity',determine,VB,transitive,Y,are,VBP,O,'abstract entity',false
Versions,NNS,O,'abstract entity',being,VBG,intransitive,N,affected,VBN,O,null,false
Versions,NNS,O,'abstract entity',being,VBG,intransitive,N,deleted,VBN,O,null,false
system,NN,O,'abstract entity',determine,VB,transitive,Y,are,VBP,O,'abstract entity',false
Versions,NNS,O,'abstract entity',being,VBG,intransitive,N,affected,VBN,O,null,false
Versions,NNS,O,'abstract entity',by,IN,null,N,data,NNS,O,'abstract entity',false
Versions,NNS,O,'abstract entity',being,VBG,intransitive,N,deleted,VBN,O,null,false
system,NN,O,'abstract entity',allow,VB,transitive,N,personnel,NNS,O,'abstract entity',true
personnel,NNS,O,'abstract entity',view,VB,transitive,N,LRN,NNP,ORGANIZATION,null,true
system,NN,O,'abstract entity',allow,VB,transitive,N,Version,NNP,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,Version,NNP,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,subscription,NN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,subscription,NN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,Versions,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,Versions,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,subscription,NN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,subscription,NN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,Versions,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,subscription,NN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,subscription,NN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,Versions,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,months,NNS,DURATION,'abstract entity',false
Administrator,NNP,TITLE,'physical entity',modify,VB,intransitive,Y,parameter,NN,O,'abstract entity',true
Administrator,NNP,TITLE,'physical entity',modify,VB,intransitive,Y,parameter,NN,O,'abstract entity',true
system,NN,O,'abstract entity',allow,VB,transitive,N,Administrator,NNP,TITLE,'physical entity',true
system,NN,O,'abstract entity',allow,VB,transitive,N,Administrator,NNP,TITLE,'physical entity',true
Administrator,NNP,TITLE,'physical entity',modify,VB,intransitive,Y,tunable,JJ,O,null,false
Administrator,NNP,TITLE,'physical entity',modify,VB,intransitive,Y,tunable,JJ,O,null,false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,hour,NN,DURATION,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
system,NN,O,'abstract entity',default,VB,intransitive,N,parameter,NN,O,'abstract entity',false
input,NN,O,'abstract entity',is,VBZ,intransitive,N,date,NN,O,'abstract entity',false
input,NN,O,'abstract entity',is,VBZ,intransitive,N,date,NN,O,'abstract entity',false
input,NN,O,'abstract entity',upon,IN,null,N,modification,NN,O,'abstract entity',false
input,NN,O,'abstract entity',upon,IN,null,N,modification,NN,O,'abstract entity',false
input,NN,O,'abstract entity',upon,IN,null,N,modification,NN,O,'abstract entity',false
LRN,NNP,ORGANIZATION,null,with,IN,null,N,system,NN,O,'abstract entity',false
LRN,NNP,ORGANIZATION,null,with,IN,null,N,Provider,NNP,O,'physical entity',false
LRN,NNP,ORGANIZATION,null,with,IN,null,N,Provider,NNP,O,'physical entity',false
LRN,NNP,ORGANIZATION,null,is,VBZ,intransitive,N,modification,NN,O,'abstract entity',false
LRN,NNP,ORGANIZATION,null,is,VBZ,intransitive,N,modification,NN,O,'abstract entity',false
LRN,NNP,ORGANIZATION,null,upon,IN,null,N,modification,NN,O,'abstract entity',false
LRN,NNP,ORGANIZATION,null,is,VBZ,intransitive,N,modification,NN,O,'abstract entity',false
LRN,NNP,ORGANIZATION,null,with,IN,null,N,system,NN,O,'abstract entity',false
LRN,NNP,ORGANIZATION,null,is,VBZ,intransitive,N,associated,VBN,O,null,false
LRN,NNP,ORGANIZATION,null,is,VBZ,intransitive,N,modification,NN,O,'abstract entity',false
Provider,NNP,O,'physical entity',in,IN,null,N,system,NN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VBP,transitive,N,set,VBN,O,'abstract entity',false
authorization,NN,O,'abstract entity',is,VBZ,intransitive,N,set,VBN,O,'abstract entity',false
authorization,NN,O,'abstract entity',is,VBZ,intransitive,N,set,VBN,O,'abstract entity',false
Code,NNP,O,'abstract entity',be,VB,intransitive,N,set,VBN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VBP,transitive,N,Code,NNP,O,'abstract entity',true
authorization,NN,O,'abstract entity',to,TO,null,N,FALSE,JJ,O,null,false
system,NN,O,'abstract entity',allow,VBP,transitive,N,Code,NNP,O,'abstract entity',true
authorization,NN,O,'abstract entity',is,VBZ,intransitive,N,FALSE,JJ,O,null,false
system,NN,O,'abstract entity',allow,VBP,transitive,N,set,VBN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,Version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,Version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,Version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,Version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,Version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,Version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,failure,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,intact,JJ,O,null,false
system,NN,O,'abstract entity',leave,VB,transitive,N,Version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,Version,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,intact,JJ,O,null,false
system,NN,O,'abstract entity',leave,VB,transitive,N,failure,NN,O,'abstract entity',false
system,NN,O,'abstract entity',leave,VB,transitive,N,version,NN,O,'abstract entity',false
Version,NNP,O,'abstract entity',set,VBN,intransitive,N,modification,NN,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,time,NN,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,time,NN,O,'abstract entity',false
Version,NNP,O,'abstract entity',is,VBZ,intransitive,N,set,VBN,O,'abstract entity',false
Version,NNP,O,'abstract entity',upon,IN,null,N,modification,NN,O,'abstract entity',false
Version,NNP,O,'abstract entity',set,VBN,intransitive,N,conflict,VB,O,'abstract entity',false
system,NN,O,'abstract entity',set,VBN,intransitive,N,timestamp,NN,O,null,false
Version,NNP,O,'abstract entity',is,VBZ,intransitive,N,set,VBN,O,'abstract entity',false
Provider,NNP,O,'physical entity',modify,VB,intransitive,Y,Versions,NNS,O,'abstract entity',true
system,NN,O,'abstract entity',allow,VB,transitive,N,personnel,NNS,O,'abstract entity',true
system,NN,O,'abstract entity',allow,VB,transitive,N,Provider,NNP,O,'physical entity',true
Provider,NNP,O,'physical entity',modify,VB,intransitive,Y,Versions,NNS,O,'abstract entity',true
user,NN,O,'physical entity',of,IN,null,N,Mashbot,NN,LOCATION,null,false
interface,NN,O,'physical entity',of,IN,null,N,bar,NN,O,'physical entity',false
interface,NN,O,'physical entity',of,IN,null,N,bar,NN,O,'physical entity',false
instruments,NNS,O,'physical entity',on,IN,null,N,day,NN,DURATION,'abstract entity',false
instruments,NNS,O,'physical entity',on,IN,null,N,day,NN,DURATION,'abstract entity',false
instruments,NNS,O,'physical entity',are,VBP,intransitive,N,traded-settled,VBN,O,null,false
instruments,NNS,O,'physical entity',on,IN,null,N,day,NN,DURATION,'abstract entity',false
instruments,NNS,O,'physical entity',are,VBP,intransitive,N,traded-settled,VBN,O,null,false
instruments,NNS,O,'physical entity',on,IN,null,N,day,NN,DURATION,'abstract entity',false
Settlement,NNP,O,'abstract entity',on,IN,null,N,basis,NN,O,'abstract entity',false
Settlement,NNP,O,'abstract entity',is,VBZ,intransitive,N,gross,JJ,O,'abstract entity',false
Settlement,NNP,O,'abstract entity',on,IN,null,N,seller-buyer,NN,O,null,false
Settlement,NNP,O,'abstract entity',on,IN,null,N,seller-buyer,NN,O,null,false
Settlement,NNP,O,'abstract entity',on,IN,null,N,seller-buyer,NN,O,null,false
Settlement,NNP,O,'abstract entity',on,IN,null,N,seller-buyer,NN,O,null,false
Settlement,NNP,O,'abstract entity',on,IN,null,N,basis,NN,O,'abstract entity',false
Settlement,NNP,O,'abstract entity',on,IN,null,N,basis,NN,O,'abstract entity',false
Settlement,NNP,O,'abstract entity',on,IN,null,N,basis,NN,O,'abstract entity',false
Settlement,NNP,O,'abstract entity',is,VBZ,intransitive,N,physical,JJ,O,null,false
majority,NN,O,'abstract entity',is,VBZ,intransitive,N,undertaken,VBN,O,null,false
majority,NN,O,'abstract entity',in,IN,null,N,market,NN,O,'abstract entity',false
activity,NN,O,'abstract entity',in,IN,null,N,market,NN,O,'abstract entity',false
majority,NN,O,'abstract entity',in,IN,null,N,issuer-buyer,NN,O,null,false
majority,NN,O,'abstract entity',in,IN,null,N,issuer-buyer,NN,O,null,false
majority,NN,O,'abstract entity',in,IN,null,N,market,NN,O,'abstract entity',false
participants,NNS,O,'physical entity',in,IN,null,N,market,NN,O,'abstract entity',false
participants,NNS,O,'physical entity',registered,VBN,intransitive,Y,banks,NNS,O,'physical entity',false
participants,NNS,O,'physical entity',registered,VBN,intransitive,Y,banks,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,practices,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,risks,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,associated,VBN,O,null,false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,practices,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,associated,VBN,O,null,false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,risks,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,associated,VBN,O,null,false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,practices,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,associated,VBN,O,null,false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,risks,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,risks,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,practices,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',in,IN,null,N,Market,NNP,O,'abstract entity',false
Market,NNP,O,'abstract entity',improve,VB,transitive,N,liquidity,NN,O,'physical entity',false
Market,NNP,O,'abstract entity',in,IN,null,N,Market,NNP,O,'abstract entity',false
Market,NNP,O,'abstract entity',improve,VB,transitive,N,liquidity,NN,O,'physical entity',false
Market,NN,O,'abstract entity',improve,VB,transitive,N,instruments,NNS,O,'physical entity',false
Market,NN,O,'abstract entity',in,IN,null,N,market,NN,O,'abstract entity',false
Market,NN,O,'abstract entity',improve,VB,transitive,N,instruments,NNS,O,'physical entity',false
Market,NN,O,'abstract entity',in,IN,null,N,market,NN,O,'abstract entity',false
Market,NN,O,'abstract entity',in,IN,null,N,market,NN,O,'abstract entity',false
Market,NN,O,'abstract entity',improve,VB,transitive,N,tradability,NN,O,null,false
Market,NN,O,'abstract entity',improve,VB,transitive,N,tradability,NN,O,null,false
Market,NN,O,'abstract entity',in,IN,null,N,market,NN,O,'abstract entity',false
costs,NNS,O,'abstract entity',in,IN,null,N,processes,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,processes,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,processes,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,costs,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,processes,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,costs,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,processes,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,costs,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',reduce,VB,intransitive,Y,costs,NNS,O,'abstract entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,trading,NN,O,'abstract entity',false
Market,NNP,O,'abstract entity',improve,VB,transitive,N,instruments,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,instruments,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,instruments,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,benefit,NN,O,'abstract entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,instruments,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',improve,VB,transitive,N,instruments,NNS,O,'physical entity',false
creating,VBG,O,null,for,IN,null,N,instruments,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,benefit,NN,O,'abstract entity',false
creating,VBG,O,null,for,IN,null,N,trading,NN,O,'abstract entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,trading,NN,O,'abstract entity',false
creating,VBG,O,null,for,IN,null,N,trading,NN,O,'abstract entity',false
Market,NNP,O,'abstract entity',improve,VB,transitive,N,marketability,NN,O,null,false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,benefit,NN,O,'abstract entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,trading,NN,O,'abstract entity',false
creating,VBG,O,null,for,IN,null,N,instruments,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,trading,NN,O,'abstract entity',false
trading,NN,O,'abstract entity',in,IN,null,N,instruments,NNS,O,'physical entity',false
Market,NNP,O,'abstract entity',improve,VB,transitive,N,marketability,NN,O,null,false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,benefit,NN,O,'abstract entity',false
Market,NNP,O,'abstract entity',creating,VBG,intransitive,Y,instruments,NNS,O,'physical entity',false
practices,NNS,O,'abstract entity',with,IN,null,N,practices,NNS,O,'abstract entity',false
procedures,NNS,O,'abstract entity',with,IN,null,N,practices,NNS,O,'abstract entity',false
integrity,NN,O,'abstract entity',creating,VBG,intransitive,Y,environment,NN,O,'abstract entity',false
environment,NN,O,'abstract entity',of,IN,null,N,Market,NNP,O,'abstract entity',false
instruments,NNS,O,'physical entity',will,MD,transitive,N,market,NN,O,'abstract entity',false
instruments,NNS,O,'physical entity',achieve,VB,transitive,N,DvP,NN,O,null,false
instruments,NNS,O,'physical entity',achieve,VB,transitive,N,known,VBN,O,null,false
instruments,NNS,O,'physical entity',will,MD,transitive,N,issued,VBN,O,null,false
instruments,NNS,O,'physical entity',achieve,VB,transitive,N,environment,NN,O,'abstract entity',false
instruments,NNS,O,'physical entity',will,MD,transitive,N,electronically,RB,O,null,false
instruments,NNS,O,'physical entity',achieve,VB,transitive,N,known,VBN,O,null,false
instruments,NNS,O,'physical entity',achieve,VB,transitive,N,DvP,NN,O,null,false
instruments,NNS,O,'physical entity',achieve,VB,transitive,N,clearing,NN,O,'physical entity',false
instruments,NNS,O,'physical entity',will,MD,transitive,N,market,NN,O,'abstract entity',false
instruments,NNS,O,'physical entity',achieve,VB,transitive,N,clearing,NN,O,'physical entity',false
instruments,NNS,O,'physical entity',will,MD,transitive,N,sale-delivery,NN,O,null,false
instruments,NNS,O,'physical entity',will,MD,transitive,N,market,NN,O,'abstract entity',false
instruments,NNS,O,'physical entity',will,MD,transitive,N,market,NN,O,'abstract entity',false
instruments,NNS,O,'physical entity',will,MD,transitive,N,sale-delivery,NN,O,null,false
ISIN,NN,O,null,is,VBZ,intransitive,N,securities,NNS,O,'abstract entity',false
ISIN,NN,O,null,is,VBZ,intransitive,N,securities,NNS,O,'abstract entity',false
ISIN,NN,O,null,by,IN,null,N,system,NN,O,'abstract entity',false
ISIN,NN,O,null,by,IN,null,N,purposes,NNS,O,'abstract entity',false
ISIN,NN,O,null,by,IN,null,N,SAFIRES,NN,O,null,false
ISIN,NN,O,null,is,VBZ,intransitive,N,used,VBN,O,null,false
purposes,NNS,O,'abstract entity',is,VBZ,intransitive,N,SAFIRES,NN,O,null,false
ISIN,NN,O,null,is,VBZ,intransitive,N,purposes,NNS,O,'abstract entity',false
